puzzle_id	solution_length	solution	beam_effective	final_orientation	touch_radius	model_class	author_name	submitted_at	competition	puzzle_type	beam_requested	beam_alignment_delta	solution_mode	collection_status	collection_index	solved_depth	touch_depth	max_depth	max_collected_solutions	model_id	model_filename	model_sha256	model_format	model_dtype	model_output_dim	platform	gpu_names	gpu_count	world_size	native_sm	vram_mib_per_gpu	solve_us	wall_us	profile_id	profile_power	profile_status	run_id	submission_id	idempotency_key	solver_commit	producer_url	record_path
1000	54	'-d0.r0.-f0.-f0.-r2.d1.-f2.-r3.-f3.f0.-f3.r3.f0.-r3.-d2.d1.r0.-d1.r3.-d3.-d2.-f3.-d2.d3.-r3.-f3.-r3.-r3.-d3.-r3.d3.-r3.d2.r0.r3.d2.-r0.d2.-d0.-f0.d1.f0.d0.-d2.-f0.-d1.f2.-d0.-f2.-d2.f2.d0.-f2.f0	65536	original	4	output_move_count	public-example-cayleypy-2xt4-4x4x4-recommended	2026-08-02T17:04:18.792Z	cayley-py-444-cube	cayleypy-96-24-b1f3fc405bc56fff	65536	0	first	first_solution	0	50	4	100	100	model.pth@58af301a4f2b	model.pth	58af301a4f2b77d503b6e12d450589c64c076624d3e1ff291128c23663ad3164	piece-transformer	fp16	24	kaggle	Tesla T4|Tesla T4	2	2			67966305	234705353	p16-output_move_count	16	measured-kaggle-2xt4	run-7e2313c1a79a4c2095e196c987de6095	019fc36e-ffaf-744c-a12f-7cc01d2984d9	f2ad5b9cf38b0e4c03b1f88dc7edeb43c05e9032a3954a86dec49399dff326c3	cec74003f262e9d93d2fc0cc56a5e2d49a5010e0	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-4x4x4-recommended	results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/1000/2026-08-02/019fc36e-ffaf-744c-a12f-7cc01d2984d9.json
1000	54	'-d0.r0.-f0.-f0.d1.-r2.-f2.-r3.-d2.f3.-d0.r3.-d2.-d0.-r3.-d1.-d3.f3.-d2.-f0.d0.-r3.f0.-r3.-f3.d0.-f0.d1.d2.-f3.-f3.-d1.f3.f0.r3.f3.d1.-f1.f2.d2.-f0.-f3.-d2.-f2.d2.d2.-r2.d2.-f1.d2.f0.d2.f1.f1	262144	original	4	output_move_count	public-example-cayleypy-2xt4-4x4x4-recommended	2026-08-02T17:07:50.370Z	cayley-py-444-cube	cayleypy-96-24-b1f3fc405bc56fff	262144	0	first	first_solution	0	50	4	100	100	model.pth@58af301a4f2b	model.pth	58af301a4f2b77d503b6e12d450589c64c076624d3e1ff291128c23663ad3164	piece-transformer	fp16	24	kaggle	Tesla T4|Tesla T4	2	2			242932267	417485443	p18-output_move_count	18	measured-kaggle-2xt4	run-3b964846331341f5abe4812302b13bec	019fc372-3b98-76fe-8654-704fd1ac411b	c3ef2490fc873a9e34fa787beed9a72153e222dd897ac17441b4f0a311a3de22	cec74003f262e9d93d2fc0cc56a5e2d49a5010e0	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-4x4x4-recommended	results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/1000/2026-08-02/019fc372-3b98-76fe-8654-704fd1ac411b.json
